chr	start	end	strand	E18pt5_1.percMeth	E18pt5_2.percMeth	E18pt5_3.percMeth	E18pt5_4.percMeth	Week4_1.percMeth	Week4_2.percMeth	Week4_3.percMeth	Week4_4.percMeth	X2.year_1.percMeth	X2.year_2.percMeth	X2.year_3.percMeth	X2.year_4.percMeth	pvals
chr1	79551568	79551568	+	0.888888888888889	0.923076923076923	0.850574712643678	0.911764705882353	0.844827586206897	0.829787234042553	0.764705882352941	0.852941176470588	0.941176470588235	0.914285714285714	0.956521739130435	0.848101265822785	0.0258422847529328
chr1	84963695	84963695	+	0.444444444444444	0.571428571428571	0.518518518518518	0.535714285714286	0.27027027027027	0.178571428571429	0.333333333333333	0.375	NA	0.31578947368421	0.439024390243902	0.52	0.0117505458098432
chr1	85071168	85071168	+	0.916666666666667	0.916666666666667	0.916666666666667	0.869565217391304	0.848484848484849	0.692307692307692	0.681818181818182	0.727272727272727	NA	1	0.851851851851852	0.916666666666667	0.0059688597299557
chr1	85076176	85076176	-	NA	0.714285714285714	0.6875	0.808510638297872	0.4375	0.545454545454545	0.727272727272727	0.521739130434783	0.7	0.909090909090909	0.696969696969697	0.880952380952381	0.0341336109644941
chr1	85087385	85087385	+	0.977272727272727	1	0.985507246376812	0.960526315789474	0.915492957746479	0.9	0.875	0.888888888888889	1	0.894736842105263	0.880597014925373	0.920634920634921	0.0163034927996202
chr1	85088644	85088644	+	0.636363636363636	0.612903225806452	0.620253164556962	0.707865168539326	0.592592592592593	0.583333333333333	0.476190476190476	0.59375	0.727272727272727	0.60377358490566	0.70873786407767	0.635135135135135	0.0462244400201821
chr1	85115226	85115226	+	0.9375	NA	0.933333333333333	0.733333333333333	0.75	0.724137931034483	0.75	0.7	0.9	0.833333333333333	0.827586206896552	0.851851851851852	0.0346749259891071
chr1	85121135	85121135	-	0.818181818181818	1	0.821428571428571	0.962962962962963	0.733333333333333	0.625	0.571428571428571	0.666666666666667	NA	0.9	0.761904761904762	0.71875	0.0099544913403515
chr1	85165341	85165341	+	0.62962962962963	0.75	0.739130434782609	0.680851063829787	0.470588235294118	0.523809523809524	0.615384615384615	0.607142857142857	NA	0.674418604651163	0.6	0.660714285714286	0.0218476302762288
chr1	85242299	85242299	-	0.966666666666667	NA	0.9375	0.977777777777778	0.871794871794872	0.838709677419355	0.840909090909091	0.774193548387097	1	0.941176470588235	0.96969696969697	0.984375	0.000383063279504038
chr1	85263384	85263384	+	0.78	0.869565217391304	0.88235294117647	0.803921568627451	0.637931034482759	0.756756756756757	0.745454545454545	0.678571428571429	NA	0.790697674418605	0.845070422535211	0.8125	0.011222495621219
chr1	85265352	85265352	+	0.736842105263158	NA	0.533333333333333	0.567567567567568	0.441860465116279	0.368421052631579	0.461538461538462	0.444444444444444	0.636363636363636	0.583333333333333	0.432432432432432	0.56	0.0406941751711943
chr1	85284014	85284014	+	0.933333333333333	0.9	0.909090909090909	0.863636363636364	0.75	0.75	0.5625	0.8	NA	0.733333333333333	0.620689655172414	0.818181818181818	0.0241031383203717
chr1	85285967	85285967	+	1	1	0.951219512195122	1	0.948717948717949	0.838709677419355	0.928571428571429	0.85	0.933333333333333	1	0.967213114754098	0.975609756097561	0.0141224534048737
chr1	85290023	85290023	+	0.95	1	1	1	0.944444444444444	0.92	0.954545454545455	0.933333333333333	NA	1	0.973684210526316	0.973684210526316	0.013928206367609
chr1	85297624	85297624	+	1	NA	0.914285714285714	0.928571428571429	0.862068965517241	0.705882352941177	0.647058823529412	0.8125	NA	1	0.857142857142857	0.857142857142857	0.0386017737286724
chr1	85310337	85310337	-	1	NA	1	0.945945945945946	0.888888888888889	0.923076923076923	0.842105263157895	0.909090909090909	NA	0.92	1	1	0.0262756456145973
chr1	85311736	85311736	-	0.875	1	0.942857142857143	0.925925925925926	0.660377358490566	0.75	0.842105263157895	NA	NA	0.971428571428571	0.886363636363636	0.933333333333333	0.0125123838644098
chr1	85346798	85346798	-	0.586206896551724	0.478260869565217	0.407407407407407	0.63265306122449	0.222222222222222	0.272727272727273	0.457142857142857	0.210526315789474	NA	0.296296296296296	0.34375	0.5	0.0420217563343104
chr1	85507072	85507072	-	0.8	0.8	0.5	0.53125	0.352941176470588	0.416666666666667	NA	0.31578947368421	NA	0.6	0.375	0.379310344827586	0.0490803011545768
chr1	85552582	85552582	+	0.916666666666667	NA	0.72	0.896551724137931	0.454545454545455	0.464285714285714	NA	0.357142857142857	0.764705882352941	0.769230769230769	0.461538461538462	0.666666666666667	0.00878570359886671
chr1	85584356	85584356	-	0.81578947368421	0.769230769230769	0.866666666666667	0.775510204081633	0.745762711864407	0.708333333333333	0.654545454545455	0.620689655172414	0.714285714285714	0.893617021276596	0.791666666666667	0.869565217391304	0.0243828727668694
chr1	85591671	85591671	+	0.903225806451613	0.9375	1	0.980392156862745	0.835616438356164	0.859154929577465	0.933333333333333	0.923076923076923	1	1	0.967032967032967	0.938461538461538	0.0332994513962021
chr1	85594737	85594737	+	0.962962962962963	0.863636363636364	0.875	0.854838709677419	0.830985915492958	0.722222222222222	0.772727272727273	0.7	0.947368421052632	0.846153846153846	0.753086419753086	0.897058823529412	0.0422401778862843
chr1	85598511	85598511	+	0.88235294117647	NA	0.764705882352941	0.774193548387097	0.620689655172414	0.739130434782609	0.636363636363636	0.555555555555556	NA	0.7	0.666666666666667	0.769230769230769	0.0370003920356036
chr1	88212409	88212409	+	0.285714285714286	0.25	0.166666666666667	0.25	0.037037037037037	0.1	0.0454545454545455	0.125	0	0.181818181818182	0.176470588235294	0.206896551724138	0.023119739264411
chr1	88227758	88227758	+	0.9	NA	0.972972972972973	0.925	0.740740740740741	0.736842105263158	0.777777777777778	0.789473684210526	NA	0.9375	0.862068965517241	0.902439024390244	0.000505531624852813
chr1	88244512	88244512	+	0.333333333333333	0.25	0.189189189189189	0.264705882352941	0.0625	0.0416666666666667	NA	0.133333333333333	NA	0.461538461538462	0.2	0.254901960784314	0.0331190064769444
chr1	88255386	88255386	-	1	NA	0.894736842105263	0.96	0.903225806451613	0.789473684210526	0.933333333333333	0.823529411764706	NA	1	1	1	0.0274627270872128
chr1	88262814	88262814	-	0.92	NA	0.891891891891892	0.972222222222222	0.68421052631579	0.818181818181818	0.666666666666667	0.75	NA	0.888888888888889	0.735294117647059	0.761904761904762	0.017179874078282
chr1	88263163	88263163	+	1	1	0.953488372093023	1	0.861111111111111	0.941176470588235	0.952380952380952	0.857142857142857	1	0.954545454545455	0.934782608695652	0.964285714285714	0.0222796237391042
chr1	88265897	88265897	-	0.923076923076923	1	0.891891891891892	1	0.604651162790698	0.8	0.833333333333333	0.714285714285714	0.928571428571429	0.95	0.886363636363636	0.8	0.00911097797963963
chr1	88276472	88276472	-	1	1	0.944444444444444	0.794117647058823	0.80952380952381	0.769230769230769	0.733333333333333	0.714285714285714	NA	1	0.96969696969697	0.909090909090909	0.00733832613350118
