chr	start	end	strand	E18pt5_1.percMeth	E18pt5_2.percMeth	E18pt5_3.percMeth	E18pt5_4.percMeth	Week4_1.percMeth	Week4_2.percMeth	Week4_3.percMeth	Week4_4.percMeth	X2.year_1.percMeth	X2.year_2.percMeth	X2.year_3.percMeth	X2.year_4.percMeth	pvals
chr1	84982567	84982567	-	0.533333333333333	0.7	0.407407407407407	0.638297872340426	0.433333333333333	0.434782608695652	0.538461538461538	0.5	NA	0.423076923076923	0.181818181818182	0.363636363636364	0.0442964376925714
chr1	84988365	84988365	+	1	1	1	1	1	1	1	1	NA	1	0.948717948717949	0.93939393939394	0.0289236242162948
chr1	85012977	85012977	+	0.916666666666667	NA	0.785714285714286	0.904761904761905	0.838709677419355	0.92	0.9	0.916666666666667	0.8	0.642857142857143	0.807692307692308	0.733333333333333	0.0248956098549096
chr1	85102015	85102015	-	NA	1	0.897435897435897	0.909090909090909	0.857142857142857	0.952380952380952	1	1	NA	0.785714285714286	0.846153846153846	0.827586206896552	0.0386340132261433
chr1	85106155	85106155	-	0.611111111111111	0.5625	0.5	0.6	0.62962962962963	0.7	0.615384615384615	NA	NA	0.521739130434783	0.5	0.571428571428571	0.0395512940317727
chr1	85114388	85114388	-	0.833333333333333	0.9	0.833333333333333	0.85	0.88135593220339	0.944444444444444	0.966666666666667	0.967741935483871	NA	0.7	0.777777777777778	0.84375	0.00582021019483216
chr1	85147810	85147810	-	0.789473684210526	0.9	0.791666666666667	0.8	0.88	0.857142857142857	0.833333333333333	NA	NA	0.588235294117647	0.625	0.814814814814815	0.0447897932058093
chr1	85196833	85196833	-	NA	1	0.916666666666667	1	0.944444444444444	0.9	0.933333333333333	1	NA	0.846153846153846	0.75	0.866666666666667	0.0158786296628079
chr1	85231779	85231779	+	1	1	1	0.979166666666667	1	1	1	1	NA	0.928571428571429	0.928571428571429	0.902439024390244	9.80961489379774e-06
chr1	85241257	85241257	-	NA	1	1	1	1	1	1	1	NA	0.941176470588235	1	0.931034482758621	0.0485059148032284
chr1	85246517	85246517	-	0.888888888888889	0.8	0.938775510204082	0.829268292682927	0.780487804878049	0.777777777777778	0.71875	0.6875	NA	0.681818181818182	0.828571428571429	0.6875	0.0358747274383763
chr1	85249558	85249558	+	0.866666666666667	NA	0.903225806451613	0.862068965517241	0.695652173913043	0.571428571428571	0.583333333333333	0.6	NA	0.625	0.545454545454545	0.676470588235294	0.000550440646277721
chr1	85251194	85251194	+	0.666666666666667	0.764705882352941	0.675675675675676	0.738095238095238	0.764705882352941	0.826086956521739	0.80952380952381	0.875	0.545454545454545	0.52	0.666666666666667	0.5	0.000427245153407644
chr1	85254433	85254433	-	0.930232558139535	0.806451612903226	0.8	0.666666666666667	0.776595744680851	0.784615384615385	0.75	0.792452830188679	0.68421052631579	0.536585365853659	0.655172413793103	0.674157303370786	0.0263858647823665
