chr	start	end	strand	pvalue	qvalue	meth.diff
chr1	3154462	3154462	+	0.277867021660282	0.493605195112722	-7.88770053475936
chr1	3154508	3154508	+	0.495294856065288	0.647747468649862	-7.00280112044818
chr1	3154519	3154519	+	0.391605018149816	0.580024952697182	-6.66666666666667
chr1	7541406	7541406	+	0.237848705266779	0.460482591749641	6.87830687830687
chr1	7541437	7541437	+	0.336739990480258	0.540943870797349	-5.34188034188033
chr1	11072908	11072908	+	0.405375957638298	0.589600017333069	-6.51162790697675
chr1	18804174	18804174	+	0.915585620056924	0.830012948011709	-0.789473684210529
chr1	18804205	18804205	+	0.000115179285177391	0.00237425250339938	25.993265993266
chr1	18804228	18804228	+	0.877947948569737	0.816959658860409	-0.848896434634974
chr1	21120205	21120205	+	1	0.837919013140257	0
chr1	21361750	21361750	+	0.331851650500605	0.537606762525899	5.52706552706552
chr1	24611552	24611552	+	0.94768308605034	0.837919013140257	0.31906906906907
chr1	24611578	24611578	+	0.85585799957777	0.809342682747524	0.406454743994177
chr1	24611677	24611677	+	0.409778376262239	0.59182128536848	-0.603522074110309
chr1	24611687	24611687	+	0.577555434398187	0.692049465927531	-0.388990277209654
chr1	24611849	24611849	+	0.848765211719088	0.806663598810553	-0.100860485448605
chr1	24611945	24611945	+	0.66550134328031	0.734033921399599	-0.214517801730349
chr1	24611978	24611978	+	0.30117847000885	0.512773396062454	-0.503037153840514
chr1	24611986	24611986	+	0.295327535037929	0.508197008839722	-0.499462943071965
chr1	24612007	24612007	+	0.135676940927425	0.351845639106321	-0.704090333719963
chr1	24612143	24612143	+	0.179970269013832	0.406435423342002	0.579310593365407
chr1	24612272	24612272	+	0.940850583656671	0.837835867080196	-0.0369764212286676
chr1	24612275	24612275	+	0.449016221716192	0.616787276771012	0.381025470837136
chr1	24612332	24612332	+	0.727290307580977	0.75874143430811	0.16315135123345
chr1	24612433	24612433	+	0.549383150586435	0.679074264432059	0.303897589516813
chr1	24612445	24612445	+	0.905980569876576	0.827447438621533	0.0517543991239254
chr1	24612449	24612449	+	0.228384326391987	0.453788514425144	-0.529526128465213
chr1	24612493	24612493	+	0.894512406114791	0.823471334334943	-0.0656193903580722
chr1	24612502	24612502	+	0.583474400995864	0.695294242230404	-0.27532038166501
chr1	24612633	24612633	+	0.613561257318219	0.710902529189293	-0.155873992162679
chr1	24612737	24612737	+	0.564589752331654	0.685770484336198	-0.113789842270684
chr1	24612977	24612977	+	0.775273931015241	0.77932280118497	0.104469628589576
chr1	24612996	24612996	+	0.109485697238062	0.316828748601588	0.525094706605768
chr1	24613002	24613002	+	0.00730417709766681	0.0632170842595143	0.943157704636778
chr1	24613072	24613072	+	0.76658311657172	0.775523252122337	0.0948739558520109
chr1	24613212	24613212	+	0.962658545096265	0.837919013140257	-0.0187961766640292
chr1	24613233	24613233	+	0.516617535922483	0.661263335167218	0.303451709173818
chr1	24613260	24613260	+	0.727950031626502	0.758872267128924	-0.172478391752045
chr1	24613272	24613272	+	0.710823226664121	0.752145576852957	0.173256566042137
chr1	24613310	24613310	+	0.595695657091953	0.702563058923548	-0.226593430668357
chr1	24613505	24613505	+	0.427635692977744	0.603566383011994	-0.342530593253583
chr1	24613653	24613653	+	0.372587141816899	0.566425728355097	0.489512656070886
chr1	24613672	24613672	+	0.344884715358191	0.546784166301966	0.502946414330095
chr1	24613705	24613705	+	0.395605664403594	0.58216185800925	0.482899427151829
chr1	24613710	24613710	+	0.628013102552112	0.715793180262178	0.250544662309368
chr1	24613733	24613733	+	0.113939118250735	0.322167274977148	0.901591353143564
chr1	24613784	24613784	+	0.0106486549236955	0.0822025664177078	1.40833977067903
chr1	24613791	24613791	+	0.281491825816341	0.496000934359294	0.713330148112757
chr1	24613796	24613796	+	0.0267876038141687	0.145768977495214	1.33882999607381
chr1	24614015	24614015	+	0.597005045407975	0.703357577524862	0.227723585824794
chr1	24614129	24614129	+	0.589687420785028	0.699037610680892	-0.185372430064038
chr1	24614176	24614176	+	0.524750797221165	0.666031497683509	0.260286455291012
chr1	24614299	24614299	+	0.317711137415874	0.526612969366205	-0.357270176852613
chr1	24614315	24614315	+	0.407340360798139	0.591004602266863	-0.278804431184535
chr1	24614455	24614455	+	0.919245745898564	0.831524107316739	-0.0375948137722334
chr1	24614530	24614530	+	0.0702087298757353	0.252841691401929	-0.642128354652126
chr1	24614545	24614545	+	0.140223694034545	0.35739282423047	-0.560919663371678
chr1	24614594	24614594	+	0.411250834227337	0.592862712059732	-0.320156114219505
chr1	24614645	24614645	+	0.511279680490727	0.658346859664277	0.285220644735179
chr1	24614860	24614860	+	0.355495721012855	0.554405547498879	-0.420673330492276
chr1	24614908	24614908	+	0.809310804772675	0.793430015811264	-0.0969817390481597
chr1	24615003	24615003	+	0.745063940127378	0.766199225704407	-0.137017822776337
chr1	24615033	24615033	+	0.551167700833014	0.679882149503502	0.289741846781313
chr1	24615091	24615091	+	0.919974793670903	0.831786708865408	-0.0509421023413774
chr1	24615114	24615114	+	0.0321701196008606	0.162541243337618	0.977321974531746
chr1	24615139	24615139	+	0.0312453558753375	0.159618524875467	1.07649615596167
chr1	24615144	24615144	+	0.0943365306302488	0.293301210782356	0.779566063713621
chr1	24615165	24615165	+	0.0513304175270173	0.21283853124151	0.867573206403791
chr1	24615187	24615187	+	0.657347764583102	0.730469526931444	0.203143045702029
chr1	24615241	24615241	+	0.748711035111058	0.767557285820972	0.166117407496718
chr1	24615277	24615277	+	0.80961202227533	0.793560990275899	-0.108728205528862
chr1	24615286	24615286	+	0.647167896015777	0.724700568616813	0.227887435851387
chr1	24615301	24615301	+	0.3520523098774	0.552186542665404	0.501740412054313
chr1	24615321	24615321	+	0.288889791322497	0.503191429731242	0.626819689890988
chr1	24615437	24615437	+	0.520147775792129	0.663642917602644	0.324587726217667
chr1	24615532	24615532	+	0.821985229632163	0.797269756787502	-0.0828476269775187
chr1	24615691	24615691	+	0.365931322960996	0.561936445056547	-0.504581835053938
chr1	24615735	24615735	+	0.143145167453998	0.36117459118103	-0.743600162535555
chr1	24615793	24615793	+	0.842299097902639	0.804316455124647	-0.111865165187561
chr1	24615812	24615812	+	0.140154999050124	0.357334413581589	0.983249365645571
chr1	24615935	24615935	+	0.361209913615457	0.558801511070039	0.581874171948294
chr1	24615938	24615938	+	0.687180317449555	0.742891661755746	0.274843792722817
chr1	24615996	24615996	+	0.806878050412145	0.792619589830313	-0.18033946251768
chr1	24616008	24616008	+	0.989093915456315	0.837919013140257	-0.0110062893081759
chr1	24616146	24616146	+	0.517506687008435	0.662056563799706	2.12454212454213
chr1	24616155	24616155	+	0.192879944819275	0.418807713292594	5.26994359387591
chr1	25520465	25520465	+	0.070857638253385	0.253558002343764	-5.23382447149263
chr1	25520478	25520478	+	0.19065128239164	0.41657971815449	3.53043370354285
chr1	25520496	25520496	+	0.252445433598951	0.473259456791355	-1.87851971037811
chr1	25520528	25520528	+	0.787700979472172	0.784602280406259	0.907057148667889
chr1	26535044	26535044	+	0.742905215776175	0.765139968756757	2.61538461538462
chr1	26535178	26535178	+	0.305279431968502	0.516351139004615	-7.3270013568521
chr1	26686953	26686953	+	0.0066156908533475	0.0591693028405361	22.1135029354207
chr1	26688226	26688226	+	0.423001432983436	0.600831692503359	-6.78571428571428
chr1	30334583	30334583	+	0.100060373874912	0.302384019612508	-11.7886178861789
chr1	31815244	31815244	+	0.19810148997108	0.4240712880099	3.72539831302718
chr1	31815275	31815275	+	0.509200864763804	0.657159564677622	-1.94530046224962
chr1	31815356	31815356	+	0.36738166406148	0.562613361338323	-4.0127232689014
chr1	33163948	33163948	+	0.872343043118132	0.814116832354383	0.439831974301952
chr1	33539049	33539049	+	0.0912063326005893	0.286969133245864	-9.13964084695792
chr1	34604957	34604957	+	0.0608011426586922	0.234020518189669	5.17241379310345
chr1	34604989	34604989	+	0.0864885344276544	0.280130687957552	5.88383838383839
chr1	37790944	37790944	+	0.397586347299969	0.583839747899945	-9.13432835820895
chr1	37790976	37790976	+	0.547184829386363	0.67801394875958	7.27762803234502
chr1	40199662	40199662	+	0.862010546268039	0.811325427094743	1.318391562294
chr1	40199852	40199852	+	0.33517490875461	0.539871503021256	5.99231754161331
chr1	43777812	43777812	+	0.577668465698959	0.692093300170531	3.2051282051282
chr1	43777838	43777838	+	0.696993217428717	0.746722523378313	-1.76715176715178
chr1	43777873	43777873	+	0.957334612533486	0.837919013140257	0.366422385076615
chr1	43777899	43777899	+	0.0879036839989486	0.282066738947301	6.0049397962334
chr1	43777934	43777934	+	0.32579103516242	0.53277158552808	-8.03477344573235
chr1	43778448	43778448	+	0.754309361207002	0.769825053809768	1.77462289263531
chr1	43778461	43778461	+	0.760476320447814	0.77310704970498	-1.20288692862871
chr1	43778483	43778483	+	0.832504574099844	0.801018590829762	-0.857142857142856
chr1	43778509	43778509	+	0.562719321927197	0.68498430094513	2.74586718968899
chr1	43778544	43778544	+	0.0110464920154692	0.0842052981066442	15.4667721518987
chr1	43778570	43778570	+	0.527879371212647	0.667200721140756	-3.36507936507936
chr1	43778605	43778605	+	0.947638291690331	0.837919013140257	-0.635930047694749
chr1	43778631	43778631	+	1	0.837919013140257	0
chr1	43778692	43778692	+	0.381508995092675	0.573686417087723	-8.40579710144928
chr1	43778727	43778727	+	0.375670751183093	0.569246689789191	10.6060606060606
chr1	43778753	43778753	+	1	0.837919013140257	0
chr1	46567506	46567506	+	0.142894881780224	0.360977327125999	10.3673469387755
chr1	46567520	46567520	+	0.927123195046237	0.833872325214445	-0.339537223340047
chr1	46567525	46567525	+	0.668986182419222	0.735324426835991	1.31842153118749
chr1	46567694	46567694	+	0.397726494677868	0.58397346931142	1.70697012802276
chr1	46567701	46567701	+	0.242387365737833	0.465356772190439	4.19067574646411
chr1	46567752	46567752	+	0.628207871307484	0.715838372353586	3.21678321678321
chr1	48112358	48112358	+	0.516837810128067	0.661353169249932	-9.25925925925926
chr1	53694757	53694757	+	0.208332173751091	0.434742945622716	-12.7413127413127
chr1	54411203	54411203	+	0.802526254185012	0.791092553955662	2.39840106595602
chr1	54411331	54411331	+	0.389213742999048	0.578787021867909	-6.55080213903744
chr1	55780131	55780131	+	0.537722519029023	0.672223068935231	-2.62820512820513
