chr	start	end	strand	E18pt5_3	E18pt5_4	Week4_2	Week4_3	Week4_4	X2.year_3	X2.year_4	pval	clusters
chr1	80283437	80283437	-	0.818181818181818	1	0	0.5	0	0.4	0.31578947368421	0.0466987672806926	2
chr1	84963776	84963776	+	0.523809523809524	0.461538461538462	0.2	0.260869565217391	0.357142857142857	0.24	0.235294117647059	0.0237080167071266	2
chr1	84995027	84995027	+	0.461538461538462	0.5	0	0	0.272727272727273	0.2	0.105263157894737	0.0481171805080547	2
chr1	85249558	85249558	+	0.903225806451613	0.862068965517241	0.571428571428571	0.583333333333333	0.6	0.545454545454545	0.676470588235294	0.00585837463966305	2
chr1	85286205	85286205	-	0.682926829268293	0.708333333333333	0.45	0.523809523809524	0.454545454545455	0.484848484848485	0.366666666666667	0.0125350985998916	2
chr1	85492463	85492463	-	0.780487804878049	0.743589743589744	0.733333333333333	0.714285714285714	0.6875	0.542857142857143	0.454545454545455	0.00426909447241099	2
chr1	85652319	85652319	+	0.222222222222222	0.333333333333333	0	0	0	0.0434782608695652	0.0588235294117647	0.00365724471035186	2
chr1	88253082	88253082	+	0.833333333333333	0.888888888888889	0.764705882352941	0.875	0.727272727272727	0.625	0.4	0.0471089539805645	2
chr1	88258661	88258661	-	0.705882352941177	0.774193548387097	0.833333333333333	0.88235294117647	0.833333333333333	0.434782608695652	0.333333333333333	0.00106996624471249	2
chr1	88258922	88258922	-	0.75	1	0.411764705882353	0.466666666666667	0.272727272727273	0.0689655172413793	0.290322580645161	0.0162233057454281	2
chr1	88258963	88258963	+	0.580645161290323	0.5	0.466666666666667	0.4	0.333333333333333	0.260869565217391	0	0.0435081637559431	2
chr1	88258964	88258964	-	0.644444444444444	0.823529411764706	0.153846153846154	0.461538461538462	0.363636363636364	0.214285714285714	0.121951219512195	0.0280105527059784	2
chr1	88259219	88259219	+	0.24	0.296296296296296	0.1	0	0.153846153846154	0.0333333333333333	0	0.029593402192529	2
chr1	88259231	88259231	-	0.258064516129032	0.318181818181818	0.1	0	0	0	0.04	0.00763250778612876	2
chr1	88259319	88259319	-	0.625	0.722222222222222	0.466666666666667	0.1	0.117647058823529	0	0.181818181818182	0.0480624461661136	2
chr1	88259484	88259484	-	0.680851063829787	0.648648648648649	0.470588235294118	0.333333333333333	0.411764705882353	0.366666666666667	0.241379310344828	0.0126490837544165	2
chr1	88262170	88262170	-	1	1	0.454545454545455	0.466666666666667	0.3	0.2	0.111111111111111	0.00073211520642937	2
chr1	88262337	88262337	-	0.75	0.666666666666667	0.294117647058824	0	0.181818181818182	0	0	0.00597683966787326	2
chr1	88262359	88262359	+	0.789473684210526	0.777777777777778	0	0.428571428571429	0	0.1	0.0769230769230769	0.0265605296895074	2
chr1	88262360	88262360	-	0.85	0.933333333333333	0.210526315789474	0	0.454545454545455	0	0.25	0.0254230023704642	2
chr1	88262395	88262395	-	0.958333333333333	0.909090909090909	0.263157894736842	0.538461538461538	0.357142857142857	0.171428571428571	0.296296296296296	0.00634382841933185	2
chr1	88262406	88262406	+	0.789473684210526	0.863636363636364	0	0.157894736842105	0	0.0555555555555556	0.136363636363636	0.000721586901702716	2
chr1	88262407	88262407	-	0.833333333333333	0.91304347826087	0.294117647058824	0.235294117647059	0.133333333333333	0.0571428571428571	0.0606060606060606	0.000440237420060916	2
chr1	88279611	88279611	+	0.448275862068966	0.366666666666667	0.0714285714285714	0.210526315789474	0	0.238095238095238	0.129032258064516	0.0449029073146056	2
chr1	88279612	88279612	-	0.469387755102041	0.627906976744186	0.3	0.307692307692308	0.133333333333333	0.25	0.216216216216216	0.0377147580924292	2
chr1	88287673	88287673	-	0.25	0.25	0	0	0	0	0.0625	0.000544444444444444	2
chr1	88305191	88305191	+	0.25	0.352941176470588	0.181818181818182	0.153846153846154	0	0	0	0.0430408049602084	2
chr10	81144255	81144255	+	0.923076923076923	1	0.818181818181818	1	1	0	0	0.000364042286983719	2
chr10	81144288	81144288	+	1	1	1	1	0.916666666666667	0	0	1.11429252998755e-05	2
chr10	86073609	86073609	-	1	0.9375	1	0.875	1	0	0	8.57338820301781e-05	2
chr10	129391055	129391055	+	1	1	1	0.833333333333333	1	0	0	0.000186192142691579	2
chr10	129391061	129391061	+	1	0.95	1	1	1	0	0	7.9475907965209e-07	2
chr11	3126967	3126967	+	0.717391304347826	0.716417910447761	0.404255319148936	0.372549019607843	0.472222222222222	0.444444444444444	0.360824742268041	0.00370183844867762	2
chr11	3127597	3127597	+	0.843283582089552	0.936507936507937	0.777777777777778	0.747747747747748	0.743589743589744	0.546762589928058	0.584	0.00260030424452271	2
chr11	3127598	3127598	-	0.923076923076923	0.894308943089431	0.777777777777778	0.768518518518518	0.741935483870968	0.453237410071942	0.604166666666667	0.00608322959898544	2
chr11	3127605	3127605	+	0.932203389830508	0.92	0.754901960784314	0.738317757009346	0.72	0.510948905109489	0.487603305785124	2.69632462643538e-05	2
chr11	3127606	3127606	-	0.914529914529915	0.910569105691057	0.766233766233766	0.708333333333333	0.672131147540984	0.430656934306569	0.626373626373626	0.019111954333757	2
chr11	3128980	3128980	+	0.896551724137931	0.935483870967742	0.6	0.473684210526316	0.5	0.555555555555556	0.5	0.00239196972560398	2
chr11	3129105	3129105	+	0.946428571428571	0.964705882352941	0.902439024390244	0.753846153846154	0.733333333333333	0.531914893617021	0.690721649484536	0.0402348938126958	2
chr11	3129106	3129106	-	0.926829268292683	0.907975460122699	0.765432098765432	0.766990291262136	0.854545454545454	0.593548387096774	0.635036496350365	0.00392385183027931	2
chr11	3133525	3133525	+	0.934782608695652	0.905263157894737	0.773333333333333	0.56	0.5	0.372093023255814	0.57	0.0496446762762614	2
chr11	3133526	3133526	-	0.837962962962963	0.855614973262032	0.672131147540984	0.574193548387097	0.552083333333333	0.432314410480349	0.567307692307692	0.014029092482113	2
chr11	3133534	3133534	-	0.825	0.846153846153846	0.705882352941177	0.482758620689655	0.52	0.54	0.578947368421053	0.0487487382125893	2
chr11	3143951	3143951	+	0.97489539748954	0.959459459459459	0.870786516853933	0.805970149253731	0.783333333333333	0.67175572519084	0.576744186046512	0.00472316866991054	2
chr11	3143952	3143952	-	0.92	0.90547263681592	0.840764331210191	0.737931034482759	0.803921568627451	0.678571428571429	0.566523605150215	0.0147578847952187	2
chr11	3144029	3144029	+	0.851162790697674	0.901554404145078	0.806896551724138	0.690909090909091	0.626168224299065	0.397637795275591	0.454954954954955	0.00746836054291404	2
chr11	3144030	3144030	-	0.877551020408163	0.814432989690722	0.738562091503268	0.532846715328467	0.778846153846154	0.347305389221557	0.37117903930131	0.0169166452602639	2
chr11	6393014	6393014	-	0.454545454545455	0.461538461538462	0	0	0.181818181818182	0	0.153846153846154	0.0180198400398931	2
chr11	16961902	16961902	-	1	1	1	1	1	0	0	1.55301345300595e-63	2
chr11	24136334	24136334	+	0.909090909090909	1	0.4	0	0	0.3	0	0.0199166653297429	2
chr11	47311013	47311013	-	0.666666666666667	0.7	0	0	0.363636363636364	0.272727272727273	0.3	0.0354171967288932	2
chr13	33013442	33013442	+	0.846153846153846	1	1	0.8	1	0	0	0.000915932107241495	2
chr13	93934895	93934895	+	0.88235294117647	0.85	1	0.909090909090909	1	0	0	2.32970526289658e-05	2
