chr	start	end	strand	E18pt5_3	E18pt5_4	Week4_2	Week4_3	Week4_4	X2.year_3	X2.year_4	pval	clusters
chr1	43778423	43778423	-	0.3	0.25	0	0	0	0.2	0.25	0.000496977565012778	1
chr1	57595530	57595530	+	0.5	0.5	0	0.2	0	0.545454545454545	0.3	0.0296477544334162	1
chr1	85011151	85011151	-	0.411764705882353	0.68	0.25	0	0	0.5	0.65	0.0343006656883465	1
chr1	85025597	85025597	-	0.526315789473684	0.357142857142857	0.1	0	0	0.461538461538462	0.181818181818182	0.0452378538291902	1
chr1	85030473	85030473	-	0.80952380952381	0.666666666666667	0	0	0.5	0.95	0.923076923076923	0.0322020757355439	1
chr1	85071954	85071954	+	0.75	0.6875	0.363636363636364	0	0	0.666666666666667	0.619047619047619	0.0207230817824792	1
chr1	85076906	85076906	+	0.4375	0.6	0	0	0.2	0.55	0.35	0.0270966809555956	1
chr1	85087931	85087931	-	0.5	0.470588235294118	0	0.0909090909090909	0	0.6	0.4	0.00436611509607825	1
chr1	85109392	85109392	+	0.647058823529412	0.727272727272727	0	0	0.4	0.615384615384615	0.7	0.0343113178737765	1
chr1	85118414	85118414	+	0.615384615384615	0.461538461538462	0	0.1875	0	0.55	0.333333333333333	0.0237099251652407	1
chr1	85121135	85121135	-	0.821428571428571	0.962962962962963	0.625	0.571428571428571	0.666666666666667	0.761904761904762	0.71875	0.0222682363527449	1
chr1	85181958	85181958	-	0.8125	0.724137931034483	0	0	0.461538461538462	0.823529411764706	0.894736842105263	0.0270164304846869	1
chr1	85214721	85214721	+	0.571428571428571	0.461538461538462	0	0.2	0	0.466666666666667	0.6875	0.0156786401854283	1
chr1	85215102	85215102	+	0.878787878787879	0.93939393939394	0.533333333333333	0	0	0.90625	0.918918918918919	0.0296300629638164	1
chr1	85270339	85270339	-	0.166666666666667	0.217391304347826	0	0.166666666666667	0	0.470588235294118	0.375	0.0171043319883718	1
chr1	85328597	85328597	+	0.454545454545455	0.5	0	0.25	0	0.31578947368421	0.481481481481481	0.0411414151446922	1
chr1	85455350	85455350	+	0.5	0.384615384615385	0	0.181818181818182	0	0.416666666666667	0.230769230769231	0.0372420070602553	1
chr1	85461810	85461810	+	0.764705882352941	0.9	0	0.5	0	0.692307692307692	0.933333333333333	0.0472184408393154	1
chr1	85507974	85507974	-	0.833333333333333	0.833333333333333	0.545454545454545	0	0	0.8125	0.9375	0.0439986148594721	1
chr1	85511802	85511802	-	1	0.769230769230769	0.583333333333333	0.714285714285714	0.636363636363636	1	0.933333333333333	0.043658106461387	1
chr1	85537833	85537833	+	0.636363636363636	0.636363636363636	0.5	0.571428571428571	0.454545454545455	0.909090909090909	0.823529411764706	0.00415818755073474	1
chr1	85552111	85552111	+	0.413793103448276	0.529411764705882	0	0.0769230769230769	0.1875	0.333333333333333	0.555555555555556	0.0298537192946098	1
chr1	85583709	85583709	+	0.833333333333333	1	0	0.5	0	1	0.95	0.02199212004105	1
chr1	85593350	85593350	+	0.8	0.8	0.411764705882353	0	0	0.56	0.5	0.0298022188779874	1
chr1	85594114	85594114	+	0.931034482758621	0.722222222222222	0	0	0.5	0.705882352941177	0.9	0.0499079427274429	1
chr1	85600541	85600541	+	0.461538461538462	0.365853658536585	0.0714285714285714	0.0606060606060606	0.166666666666667	0.320754716981132	0.26	0.00923691768095691	1
chr1	85603312	85603312	+	0.8	0.967741935483871	0	0.533333333333333	0	0.923076923076923	0.833333333333333	0.038723952795928	1
chr1	85616937	85616937	-	0.909090909090909	0.695652173913043	0.384615384615385	0	0	0.571428571428571	0.875	0.037565244982517	1
chr1	85650915	85650915	-	0.736842105263158	0.875	0.4	0	0	0.685714285714286	0.6875	0.0225156495265755	1
chr1	88211403	88211403	+	0.263157894736842	0.3	0	0.1	0	0.307692307692308	0.285714285714286	0.00399762061943459	1
chr1	88220771	88220771	+	0.891891891891892	0.806451612903226	0.68421052631579	0.75	0.7	0.96	1	0.00517044467121788	1
chr1	88239475	88239475	+	0.368421052631579	0.538461538461538	0	0.1	0	0.333333333333333	0.272727272727273	0.0084677459224649	1
chr1	88276060	88276060	-	0.212121212121212	0.115384615384615	0	0.0666666666666667	0.0769230769230769	0.304347826086957	0.344827586206897	0.00793080966023352	1
chr1	88276776	88276776	+	0.647058823529412	0.655172413793103	0.444444444444444	0.409090909090909	0.2	0.615384615384615	0.588235294117647	0.0443561241738292	1
chr1	88276896	88276896	-	0.6875	0.545454545454545	0	0	0	0.363636363636364	0.4375	0.00064989682349424	1
chr1	88279555	88279555	+	0.642857142857143	0.76	0.214285714285714	0.266666666666667	0	0.424242424242424	0.407407407407407	0.0137314004101611	1
chr1	88282240	88282240	-	0.928571428571429	0.727272727272727	0.5	0	0	1	0.722222222222222	0.0494308138097069	1
chr1	88292083	88292083	-	0.206896551724138	0.294117647058824	0.0666666666666667	0	0.0833333333333333	0.352941176470588	0.296296296296296	0.00694774033773448	1
chr1	88300778	88300778	+	0.16	0	0.0625	0	0	0.307692307692308	0.318181818181818	0.0158996413452897	1
chr1	88302485	88302485	-	0.5	0.297297297297297	0.0714285714285714	0	0.1	0.153846153846154	0.155555555555556	0.0236842885552119	1
chr1	88303466	88303466	-	0.4	0.461538461538462	0.214285714285714	0.153846153846154	0	0.375	0.35	0.0277102549923643	1
chr1	88305124	88305124	-	0.807692307692308	0.846153846153846	0.466666666666667	0	0.375	0.833333333333333	0.75	0.0434210441360292	1
chr1	107629023	107629023	+	0.642857142857143	0.565217391304348	0	0	0.363636363636364	0.578947368421053	0.730769230769231	0.0351068761762142	1
chr1	109039514	109039514	+	0.9	0.909090909090909	0	0	0.6	0.909090909090909	0.894736842105263	0.0487248511011246	1
chr1	126986060	126986060	+	1	0.8	0.545454545454545	0	0	0.857142857142857	0.833333333333333	0.0442189565590249	1
chr1	134369157	134369157	-	0.833333333333333	0.818181818181818	0	0.153846153846154	0	0.7	0.727272727272727	0.000316974335993981	1
chr1	136253006	136253006	+	0.923076923076923	1	0	0.583333333333333	0	0.75	0.833333333333333	0.0484467203988443	1
chr1	160192289	160192289	-	1	0.928571428571429	0	0.6	0	1	1	0.0352144263686084	1
chr1	171064545	171064545	+	0.277777777777778	0.0625	0	0	0	0.25	0.263157894736842	0.045726664396992	1
chr1	171066152	171066152	-	0.19047619047619	0.105263157894737	0	0.227272727272727	0	0.55	0.4	0.0384354460972586	1
chr1	171068052	171068052	-	0.461538461538462	0.607142857142857	0.307692307692308	0	0	0.555555555555556	0.518518518518518	0.0353000200011728	1
chr1	171070010	171070010	+	0.241379310344828	0.428571428571429	0	0.210526315789474	0	0.444444444444444	0.541666666666667	0.0343503983219041	1
chr1	171073823	171073823	-	0.136363636363636	0.307692307692308	0.15	0	0	0.5625	0.416666666666667	0.0219291913670085	1
chr10	17500002	17500002	-	0.3	0.571428571428571	0	0	0.2	0.8	0.666666666666667	0.0136025881863914	1
chr10	58212301	58212301	+	0.88235294117647	0.9	0	0.6	0	1	1	0.0397220208653198	1
chr10	62369115	62369115	-	0.631578947368421	0.791666666666667	0	0.363636363636364	0	0.368421052631579	0.5625	0.046629929885252	1
chr10	80666842	80666842	+	0.833333333333333	1	0	0.6	0	1	0.916666666666667	0.0466543310613517	1
chr10	97944739	97944739	+	0.6	0.666666666666667	0.5	0	0	1	0.916666666666667	0.0324660420823544	1
chr10	108706772	108706772	-	1	0.928571428571429	0	0.6	0	1	1	0.0352144263686084	1
chr10	113960057	113960057	-	0.909090909090909	0.909090909090909	0.4	0	0	0.833333333333333	0.733333333333333	0.0125025527032747	1
chr11	3154411	3154411	+	0.565217391304348	0.636363636363636	0.3	0.3	0	0.8	0.6	0.0351623852429224	1
chr11	3167669	3167669	+	0.954545454545455	1	0.5	0	0	0.833333333333333	0.714285714285714	0.0263077666804461	1
chr11	3170238	3170238	+	0.433333333333333	0.413793103448276	0.333333333333333	0.235294117647059	0.142857142857143	0.6	0.451612903225806	0.0462102984975232	1
chr11	3175191	3175191	+	0.8125	0.818181818181818	0.7	0.6	0.545454545454545	0.833333333333333	0.947368421052632	0.0240386180948453	1
chr11	3190972	3190972	+	0.833333333333333	0.764705882352941	0	0.538461538461538	0	1	0.833333333333333	0.0428509702438538	1
chr11	5168553	5168553	-	0.777777777777778	0.952380952380952	0	0	0.545454545454545	0.84	0.88	0.045166141327648	1
chr11	5168795	5168795	+	0.5	0.344827586206897	0	0.0714285714285714	0	0.5	0.3	0.0146090762196532	1
chr11	6383588	6383588	-	0.833333333333333	0.666666666666667	0	0.4	0	0.818181818181818	0.88235294117647	0.0187739531899981	1
chr11	12859047	12859047	-	0.5	0.416666666666667	0	0.153846153846154	0	0.3	0.5625	0.0281842242511152	1
chr11	46158778	46158778	-	1	1	0	0	0.636363636363636	0.9	1	0.046499622614559	1
chr11	79584278	79584278	-	0.2	0.352941176470588	0	0	0	0.0909090909090909	0.2	0.0252240753205251	1
chr11	99155429	99155429	-	0.642857142857143	0.833333333333333	0	0.230769230769231	0	0.578947368421053	0.6	0.00653419947058239	1
chr12	20231222	20231222	+	0.642857142857143	0.583333333333333	0.464285714285714	0.333333333333333	0.230769230769231	0.75	0.586206896551724	0.0464235917852213	1
chr12	20231650	20231650	+	0.764705882352941	0.928571428571429	0.384615384615385	0	0	0.925925925925926	1	0.0097550978522575	1
chr12	20233353	20233353	+	0.588235294117647	0.578947368421053	0.307692307692308	0.380952380952381	0	0.833333333333333	0.7	0.0380846402236037	1
chr12	20233567	20233567	+	0.795454545454545	0.807692307692308	0.594594594594595	0.59375	0.75	0.961538461538462	0.96969696969697	0.0135718414618644	1
chr12	20233580	20233580	+	0.829268292682927	0.833333333333333	0.58974358974359	0.633333333333333	0.75	1	0.88235294117647	0.0285477991989016	1
chr12	20233860	20233860	+	0.806451612903226	0.702702702702703	0.588235294117647	0.545454545454545	0.583333333333333	0.909090909090909	0.8	0.0117072937238895	1
chr12	20234069	20234069	+	0.793103448275862	0.782608695652174	0.590909090909091	0.642857142857143	0.727272727272727	0.967741935483871	0.857142857142857	0.0258315386819667	1
