chr	start	end	strand	E18pt5_3	E18pt5_4	Week4_2	Week4_3	Week4_4	X2.year_3	X2.year_4	pval	clusters
chr1	85251194	85251194	+	0.675675675675676	0.738095238095238	0.826086956521739	0.80952380952381	0.875	0.666666666666667	0.5	0.0354252511885637	4
chr1	85330145	85330145	-	0.787878787878788	0.7	0.8	0.866666666666667	1	0.513513513513513	0.641025641025641	0.0477126895768973	4
chr1	85598766	85598766	+	0.739130434782609	0.645161290322581	0.928571428571429	0.9	1	0.666666666666667	0.651162790697674	0.00543808409417091	4
chr1	88285896	88285896	-	0.75609756097561	0.666666666666667	0.846153846153846	0.833333333333333	0.818181818181818	0.545454545454545	0.595238095238095	0.0040460495686651	4
chr1	88287856	88287856	+	0.583333333333333	0.586206896551724	0.733333333333333	0.769230769230769	0.666666666666667	0.380952380952381	0.521739130434783	0.0212446706749938	4
chr1	88301690	88301690	-	0.108108108108108	0.166666666666667	0.384615384615385	0.411764705882353	0.4	0.205882352941176	0.157894736842105	0.000982392444734725	4
chr12	20227667	20227667	-	0.880952380952381	0.884615384615385	0.952380952380952	0.90625	1	0.72972972972973	0.631578947368421	0.00844800513764524	4
chr13	12836418	12836418	+	0.444444444444444	0.5625	0.833333333333333	0.714285714285714	0.727272727272727	0.6	0.526315789473684	0.0281534685796093	4
chr13	119488338	119488338	-	0.8	0.75	0.909090909090909	0.897435897435897	0.916666666666667	0.529411764705882	0.625	0.00191916180820639	4
chr13	119596406	119596406	+	0.588235294117647	0.541666666666667	0.666666666666667	0.612903225806452	0.571428571428571	0.321428571428571	0	0.0298885127615511	4
chr13	119597636	119597636	+	0.823529411764706	1	1	0.96	1	0.758620689655172	0.666666666666667	0.0342816695527566	4
chr13	119603049	119603049	-	0.76	0.735294117647059	0.851851851851852	0.722222222222222	0.833333333333333	0.578947368421053	0.454545454545455	0.0218601690610553	4
chr17	13549681	13549681	+	0.7	0.733333333333333	1	0.9	0.846153846153846	0.692307692307692	0.615384615384615	0.0202192426972593	4
chr3	144657311	144657311	-	0.757575757575758	0.818181818181818	0.944444444444444	0.941176470588235	0.9375	0.625	0.75	0.0113899829202103	4
chr3	144657387	144657387	-	0.444444444444444	0.666666666666667	0.583333333333333	0.666666666666667	0.692307692307692	0	0	0.00295063986622706	4
chr4	83540445	83540445	-	0.8	1	1	1	1	0	0	0.00021994398161448	4
chr4	146718580	146718580	-	0.68	0.689655172413793	0.821428571428571	0.75	1	0.518518518518518	0.545454545454545	0.0424250663919441	4
chr4	147227950	147227950	-	0.357142857142857	0.228571428571429	0.55	0.4375	0.571428571428571	0.173913043478261	0.235294117647059	0.0176955114380953	4
chr4	147411343	147411343	-	0.272727272727273	0.272727272727273	0.533333333333333	0.461538461538462	0.545454545454545	0	0	0.000163022734115224	4
chr5	14979821	14979821	+	0.692307692307692	0.833333333333333	1	0.727272727272727	1	0	0	0.00283144541894887	4
chr5	15037509	15037509	-	0.533333333333333	0.695652173913043	0.810810810810811	0.696969696969697	0.638297872340426	0.423076923076923	0.428571428571429	0.0486998035693119	4
chr5	15508274	15508274	-	0	0	0.375	0.538461538461538	0.4	0.176470588235294	0	0.0104101994452763	4
chr5	15630273	15630273	-	0.142857142857143	0	0.375	0.333333333333333	0.45	0	0.05	0.00726983420554239	4
chr5	15681823	15681823	-	0.333333333333333	0.571428571428571	0.659574468085106	0.760869565217391	0.8	0.428571428571429	0.44	0.0418286870079697	4
chr8	19713465	19713465	-	0.692307692307692	0.88235294117647	1	1	0.944444444444444	0.666666666666667	0.705882352941177	0.0243910359396147	4
chr8	25869977	25869977	+	0.75	1	1	1	1	0	0	0.000544444444444446	4
chr9	3009881	3009881	+	0.673469387755102	0.564102564102564	0.878787878787879	0.846153846153846	0.909090909090909	0.717391304347826	0.6	0.016800034269891	4
chr9	3018416	3018416	+	0.484848484848485	0.470588235294118	0.846153846153846	0.733333333333333	0.6875	0.586206896551724	0.37037037037037	0.0472913066030972	4
