chr	start	end	strand	pvalue	qvalue	meth.diff
chr1	56782362	56782362	+	0.000488446782556798	0.0112252295082464	28.0984719864177
chr1	84984021	84984021	+	0.000735491105400737	0.0156873014502487	25.1515151515152
chr1	85071071	85071071	+	0.00174849737384978	0.0322668086274569	29.3548387096774
chr1	171066151	171066151	+	0.00247644422762924	0.0423802444118148	29.7932330827068
chr1	171070013	171070013	+	0.00028977733005045	0.0072753598999087	25.3960396039604
chr10	81182222	81182222	+	0.00231585751381291	0.0401467707670525	35.3684210526316
chr11	104073074	104073074	+	0.00180505933878152	0.0330819274426841	27.7450980392157
chr13	119611629	119611629	+	7.16686085859865e-06	0.000310268726394158	42.2008547008547
chr13	119616133	119616133	+	6.81299304907713e-09	6.90703430526089e-07	27.8332354668233
chr13	119617349	119617349	+	5.75794412532229e-11	9.04228161263514e-09	37.065435568045
chr14	44184801	44184801	+	0.0015265183188152	0.0290748028598984	40.4545454545455
chr16	3257462	3257462	+	0.00041206634163535	0.0097496545360289	29.7082228116711
chr2	20900124	20900124	+	3.65166263434606e-05	0.00126695967018742	43.8011695906433
chr2	20900142	20900142	+	9.95647136444833e-06	0.00040998371066708	52.5210084033613
chr2	20900151	20900151	+	0.000814346566564065	0.0172315420538035	42.0689655172414
chr4	3091170	3091170	+	4.60020606708398e-07	2.92406821361519e-05	25.8620689655172
chr4	3253769	3253769	+	0.000734170683054707	0.0156800169919462	26.073187895848
chr4	146475498	146475498	+	0.00175793087866848	0.0323663179613906	38.3333333333333
chr4	147271593	147271593	+	0.00119317393708139	0.0236138888495138	32.2727272727273
chr4	147613793	147613793	+	0.0010308313161868	0.0210637070493934	40
chr4	147615513	147615513	+	0.0001647192127532	0.00456486975235116	33.3833833833834
chr4	147648510	147648510	+	0.00125142341635501	0.0245353905127781	38.0952380952381
chr4	147757807	147757807	+	0.0010309559622584	0.0210637070493934	38.6527666399358
chr4	147764347	147764347	+	6.20862036048229e-06	0.000273729406580372	41.6666666666667
chr5	10245326	10245326	+	0.000703246315737342	0.0151203535798175	26
chr5	14903538	14903538	+	8.23442050469316e-11	1.25618758312245e-08	51.7460317460317
chr5	14924460	14924460	+	0.0029695515315575	0.0487362155652851	31.2158469945355
chr5	14963793	14963793	+	0.0002293065623757	0.0060115439642964	25.37207654146
chr5	14971627	14971627	+	0.0020609244927875	0.0368438346900025	29.8695652173913
chr5	14973475	14973475	+	7.21013591234035e-10	8.95291569850923e-08	33.6841663871184
chr5	14973621	14973621	+	1.30469028712077e-12	2.8241415712579e-10	36.6666666666667
chr5	14989822	14989822	+	1.03792257081893e-08	1.00153843951657e-06	45.1754385964912
chr5	15005843	15005843	+	3.93575224880779e-05	0.00135285916989404	27.9069767441861
chr5	15011701	15011701	+	0.00063370469325955	0.0139817346916654	28.8461538461538
chr5	15011718	15011718	+	8.26642132214364e-07	4.85026696816646e-05	48.6666666666667
chr5	15011720	15011720	+	5.86870890073704e-07	3.61559664196142e-05	49.7278911564626
chr5	15019889	15019889	+	8.48608528779624e-09	8.4956803501387e-07	32.1055616721716
chr5	15020796	15020796	+	0.000290517998565743	0.00728254101995808	31.304347826087
chr5	15023565	15023565	+	2.27738440702037e-05	0.000844429408949036	30.8756274400446
chr5	15037445	15037445	+	1.69552065423156e-05	0.00064818625245161	28.3636363636364
chr5	15041334	15041334	+	1.0724618123077e-05	0.000434906096356283	30.959595959596
chr5	15043939	15043939	+	0.000472843641757443	0.0109136202297642	27.4711168164313
chr5	15051081	15051081	+	0.00124463927075117	0.0244322855244079	27.1368929905515
chr5	15510713	15510713	+	2.0224448540486e-06	0.000102843509621503	32.3415578132559
chr5	15595027	15595027	+	4.12042589757068e-05	0.00139243368378607	30.8411214953271
chr5	15602247	15602247	+	0.000237795493362037	0.00620363164567628	40.2097902097902
chr5	15602546	15602546	+	3.97322084638073e-05	0.00135700240339492	39.4350595402936
chr5	15610155	15610155	+	0.000481536795085975	0.0110823278157463	26.4734299516908
chr5	15624748	15624748	+	0.00137984463385631	0.0266616125277824	30.0392156862745
